,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat,class
1843,x,y,y,f,f,f,c,b,p,e,b,16,k,k,b,n,p,w,41,o,l,h,v,d,p
1844,x,s,p,t,n,f,c,b,w,e,?,119,s,s,e,w,p,w,39,t,e,w,c,w,e
1845,b,y,w,t,a,f,c,b,n,e,c,125,s,s,w,w,p,w,23,o,p,k,n,m,e
1846,f,y,e,t,n,f,c,b,u,t,b,110,s,s,p,p,p,w,35,o,p,n,y,d,e
1847,x,f,n,t,n,f,c,b,n,t,b,21,s,s,g,g,p,w,23,o,p,k,y,d,e
1848,x,f,g,t,n,f,c,b,w,t,b,286,s,s,g,w,p,w,23,o,p,k,v,d,e
1849,x,f,w,f,n,f,w,b,k,t,e,291,s,s,w,w,p,w,64,o,e,n,s,g,e
1850,f,y,n,f,s,f,c,n,b,t,?,147,s,k,w,w,p,w,23,o,e,w,v,p,p
1851,x,s,e,f,y,f,c,n,b,t,?,203,s,s,w,w,p,w,34,o,e,w,v,d,p
1852,k,s,e,f,f,f,c,n,b,t,?,17,s,k,w,w,p,w,24,o,e,w,v,d,p
1853,f,f,g,f,f,f,c,b,p,e,b,10,k,k,b,p,p,w,23,o,l,h,y,d,p
1854,f,s,w,t,l,f,w,n,n,t,b,2,s,s,w,w,p,w,28,o,p,n,v,d,e
1855,x,s,e,f,f,f,c,n,b,t,?,238,k,s,p,p,p,w,23,o,e,w,v,d,p
1856,x,f,e,t,n,f,c,b,u,t,b,34,s,s,p,w,p,w,35,o,p,n,y,d,e
1857,x,f,y,f,f,f,c,b,h,e,b,332,k,k,n,b,p,w,32,o,l,h,y,d,p
1858,f,f,e,t,n,f,c,b,n,t,b,87,s,s,w,g,p,w,49,o,p,k,v,d,e
1859,x,f,y,f,f,f,c,b,g,e,b,123,k,k,b,p,p,w,39,o,l,h,v,p,p
1860,s,f,n,f,n,f,c,n,k,e,e,4,s,s,w,w,p,w,54,o,p,n,y,u,e
1861,x,s,g,f,n,f,w,b,w,e,?,282,s,s,w,w,p,w,25,t,p,w,n,g,e
1862,x,y,y,t,a,f,c,b,w,e,c,118,s,s,w,w,p,w,23,o,p,n,n,g,e
1863,x,f,g,f,n,f,w,b,p,e,?,623,k,k,w,w,p,w,28,t,p,w,n,g,e
1864,x,f,y,f,f,f,c,b,h,e,b,37,k,k,p,p,p,w,23,o,l,h,v,d,p
1865,k,s,n,f,n,a,c,b,n,e,?,20,s,s,o,o,p,o,25,o,p,n,c,l,e
1866,x,s,g,f,n,f,w,b,g,e,?,244,k,k,w,w,p,w,60,t,p,w,n,g,e
1867,x,y,e,t,n,f,c,b,n,t,b,16,s,s,w,g,p,w,40,o,p,n,v,d,e
1868,x,s,c,t,n,f,c,b,w,e,b,9,s,s,w,w,p,w,25,t,p,w,v,p,e
1869,x,y,y,f,f,f,c,b,g,e,b,91,k,k,p,p,p,w,30,o,l,h,v,p,p
1870,x,s,g,f,n,f,w,b,n,t,e,223,f,f,w,w,p,w,30,o,e,n,s,g,e
1871,x,y,w,t,p,f,c,n,k,e,e,128,s,s,w,w,p,w,37,o,p,k,v,g,p
1872,f,f,n,t,n,f,c,b,w,t,b,607,s,s,g,g,p,w,28,o,p,n,v,d,e
1873,f,y,n,t,n,f,c,b,n,t,b,497,s,s,p,p,p,w,26,o,p,n,v,d,e
1874,f,f,n,t,n,f,c,b,w,t,b,71,s,s,w,p,p,w,30,o,p,n,y,d,e
1875,x,y,e,t,n,f,c,b,n,t,b,230,s,s,g,g,p,w,35,o,p,k,v,d,e
1876,f,f,g,t,n,f,c,b,p,t,b,69,s,s,p,w,p,w,23,o,p,n,y,d,e
1877,f,f,e,t,n,f,c,b,u,t,b,277,s,s,g,p,p,w,29,o,p,k,v,d,e
1878,b,y,y,t,a,f,c,b,k,e,c,119,s,s,w,w,p,w,25,o,p,k,n,g,e
1879,x,s,g,f,c,f,w,n,g,e,b,207,s,s,w,w,p,w,39,o,p,n,v,d,p
1880,k,s,e,f,s,f,c,n,b,t,?,337,k,k,p,p,p,w,24,o,e,w,v,d,p
1881,f,f,e,t,n,f,c,b,w,t,b,176,s,s,g,p,p,w,53,o,p,k,y,d,e
1882,f,s,w,f,n,f,w,b,p,t,e,178,f,s,w,w,p,w,23,o,e,n,a,g,e
1883,f,y,e,f,y,f,c,n,b,t,?,100,k,s,p,w,p,w,23,o,e,w,v,p,p
1884,f,s,n,f,y,f,c,n,b,t,?,276,k,s,p,p,p,w,23,o,e,w,v,d,p
1885,x,s,w,t,f,f,c,b,w,t,b,197,s,s,w,w,p,w,47,o,p,h,v,u,p
1886,x,f,g,t,n,f,c,b,u,t,b,147,s,s,p,w,p,w,23,o,p,k,y,d,e
1887,f,f,n,f,n,f,c,n,n,e,e,50,s,s,w,w,p,w,23,o,p,k,y,u,e
1888,f,s,n,f,y,f,c,n,b,t,?,46,k,k,p,w,p,w,23,o,e,w,v,p,p
1889,f,y,n,t,n,f,c,b,w,t,b,38,s,s,g,g,p,w,40,o,p,n,v,d,e
1890,x,f,w,f,c,f,c,n,u,e,b,568,s,s,w,w,p,w,24,o,p,k,s,d,p
1891,x,f,g,t,n,f,c,b,p,t,b,218,s,s,w,g,p,w,24,o,p,n,v,d,e
1892,f,s,n,f,n,f,w,b,p,t,e,35,s,s,w,w,p,w,25,o,e,k,a,g,e
1893,f,f,y,f,f,f,c,b,g,e,b,405,k,k,n,n,p,w,31,o,l,h,v,p,p
1894,f,s,n,f,n,a,c,b,o,e,?,352,s,s,o,o,p,o,32,o,p,o,c,l,e
1895,x,y,n,t,n,f,c,b,w,t,b,29,s,s,w,w,p,w,24,o,p,k,y,d,e
1896,x,s,n,f,s,f,c,n,b,t,?,281,s,s,w,w,p,w,26,o,e,w,v,p,p
1897,x,s,g,t,f,f,c,b,w,t,b,5,s,f,w,w,p,w,25,o,p,h,s,u,p
1898,f,s,w,f,n,f,w,b,h,t,e,89,s,s,w,w,p,w,40,o,e,k,a,g,e
1899,k,y,n,f,s,f,c,n,b,t,?,2,s,k,p,p,p,w,29,o,e,w,v,l,p
1900,x,s,n,f,n,a,c,b,o,e,?,478,s,s,o,o,p,o,29,o,p,o,c,l,e
1901,x,y,y,t,a,f,c,b,w,e,r,67,s,y,w,w,p,w,23,o,p,n,s,p,e
1902,x,f,g,f,f,f,c,b,g,e,b,435,k,k,p,p,p,w,24,o,l,h,v,g,p
1903,f,f,g,f,f,f,c,b,h,e,b,26,k,k,n,p,p,w,38,o,l,h,v,d,p
1904,f,f,e,t,n,f,c,b,u,t,b,120,s,s,g,p,p,w,43,o,p,k,y,d,e
1905,f,y,n,t,n,f,c,b,p,t,b,159,s,s,g,w,p,w,45,o,p,n,y,d,e
1906,f,y,n,f,f,f,c,n,b,t,?,451,k,k,w,w,p,w,28,o,e,w,v,l,p
1907,x,y,w,t,a,f,c,b,g,e,c,64,s,s,w,w,p,w,26,o,p,k,n,g,e
1908,f,s,n,f,s,f,c,n,b,t,?,263,k,k,p,w,p,w,55,o,e,w,v,d,p
1909,f,y,y,f,f,f,c,b,p,e,b,137,k,k,p,b,p,w,30,o,l,h,y,p,p
1910,x,y,y,f,f,f,c,b,p,e,b,103,k,k,p,p,p,w,23,o,l,h,y,p,p
1911,x,s,e,t,n,f,c,b,w,e,?,60,s,s,w,e,p,w,56,t,e,w,c,w,e
1912,x,y,g,t,n,f,c,b,u,t,b,140,s,s,p,p,p,w,23,o,p,n,y,d,e
1913,k,s,b,t,n,f,c,b,e,e,?,38,s,s,e,e,p,w,23,t,e,w,c,w,e
1914,x,f,n,f,n,f,w,b,h,t,e,3,f,f,w,w,p,w,11,o,e,k,s,g,e
1915,f,f,n,f,n,f,w,b,k,t,e,314,s,f,w,w,p,w,23,o,e,n,s,g,e
1916,f,f,w,f,n,f,w,b,k,t,e,39,f,f,w,w,p,w,23,o,e,n,a,g,e
1917,k,y,e,f,f,f,c,n,b,t,?,263,s,s,p,p,p,w,23,o,e,w,v,p,p
1918,f,s,n,t,p,f,c,n,w,e,e,288,s,s,w,w,p,w,23,o,p,n,s,u,p
1919,f,y,g,t,n,f,c,b,u,t,b,60,s,s,g,w,p,w,26,o,p,n,v,d,e
1920,x,y,g,t,n,f,c,b,n,t,b,148,s,s,g,w,p,w,66,o,p,n,v,d,e
1921,x,y,n,t,n,f,c,b,w,e,?,66,s,s,w,e,p,w,50,t,e,w,c,w,e
1922,x,s,e,f,y,f,c,n,b,t,?,4,s,k,w,p,p,w,23,o,e,w,v,d,p
1923,x,s,g,f,c,f,w,n,p,e,b,334,s,s,w,w,p,w,23,o,p,k,v,d,p
1924,x,f,g,f,f,f,c,b,h,e,b,362,k,k,n,p,p,w,23,o,l,h,v,p,p
1925,f,s,e,f,y,f,c,n,b,t,?,254,s,s,p,p,p,w,41,o,e,w,v,l,p
1926,f,s,w,t,p,f,c,n,p,e,e,25,s,s,w,w,p,w,24,o,p,n,s,u,p
1927,f,y,g,t,n,f,c,b,u,t,b,241,s,s,w,g,p,w,25,o,p,k,y,d,e
1928,f,s,g,f,n,f,w,b,n,t,e,159,f,f,w,w,p,w,24,o,e,n,a,g,e
1929,x,s,w,t,f,f,c,b,w,t,b,101,f,f,w,w,p,w,27,o,p,h,s,g,p
1930,f,y,n,f,f,f,c,n,b,t,?,159,k,k,w,p,p,w,23,o,e,w,v,l,p
1931,f,f,g,f,n,f,w,b,n,t,e,35,s,f,w,w,p,w,23,o,e,n,s,g,e
1932,x,y,n,t,n,f,c,b,w,t,b,121,s,s,w,p,p,w,23,o,p,k,v,d,e
1933,x,y,n,t,n,f,c,b,w,t,b,60,s,s,p,g,p,w,30,o,p,k,v,d,e
1934,k,s,n,f,n,a,c,b,n,e,?,147,s,s,o,o,p,o,58,o,p,o,c,l,e
1935,x,y,y,f,f,f,c,b,h,e,b,386,k,k,b,b,p,w,31,o,l,h,y,p,p
1936,x,f,n,f,n,f,c,n,k,e,e,16,s,s,w,w,p,w,31,o,p,n,y,u,e
1937,x,f,w,f,n,f,w,b,p,e,?,668,k,s,w,w,p,w,23,t,p,w,s,g,e
1938,x,y,n,t,l,f,c,b,w,e,r,7,s,y,w,w,p,w,41,o,p,n,y,p,e
1939,f,y,g,t,n,f,c,b,u,t,b,163,s,s,p,p,p,w,24,o,p,k,y,d,e
1940,x,f,n,t,n,f,c,b,n,t,b,309,s,s,w,g,p,w,48,o,p,n,v,d,e
1941,x,y,y,f,f,f,c,b,p,e,b,177,k,k,b,b,p,w,26,o,l,h,y,p,p
1942,x,y,w,t,l,f,c,b,g,e,c,51,s,s,w,w,p,w,53,o,p,k,s,m,e
1943,f,s,e,f,s,f,c,n,b,t,?,134,s,k,w,p,p,w,23,o,e,w,v,l,p
1944,f,s,y,t,l,f,w,n,n,t,b,75,s,s,w,w,p,w,23,o,p,n,v,d,e
1945,x,y,g,t,n,f,c,b,w,t,b,306,s,s,g,p,p,w,28,o,p,k,v,d,e
1946,x,y,e,f,s,f,c,n,b,t,?,3,s,s,w,p,p,w,33,o,e,w,v,l,p
1947,x,s,b,t,f,f,c,b,w,t,b,92,s,s,w,w,p,w,24,o,p,h,s,g,p
1948,b,s,w,t,l,f,c,b,k,e,c,64,s,s,w,w,p,w,64,o,p,n,n,m,e
1949,f,s,g,f,n,f,w,b,h,t,e,16,f,f,w,w,p,w,72,o,e,n,a,g,e
1950,f,y,e,f,y,f,c,n,b,t,?,151,k,k,w,p,p,w,24,o,e,w,v,p,p
1951,x,s,w,t,l,f,w,n,w,t,b,1,s,s,w,w,p,w,26,o,p,n,v,d,e
1952,f,f,g,t,n,f,c,b,n,t,b,31,s,s,g,g,p,w,24,o,p,n,y,d,e
1953,f,f,y,f,f,f,c,b,h,e,b,148,k,k,b,n,p,w,27,o,l,h,v,p,p
1954,x,f,g,f,f,f,c,b,g,e,b,86,k,k,b,p,p,w,33,o,l,h,y,d,p
1955,x,f,w,f,c,f,w,n,p,e,b,3,s,s,w,w,p,w,34,o,p,n,s,d,p
1956,f,s,e,f,f,f,c,n,b,t,?,191,k,k,w,w,p,w,25,o,e,w,v,p,p
1957,x,y,w,t,l,f,c,b,w,e,c,95,s,s,w,w,p,w,24,o,p,k,s,m,e
1958,k,y,n,f,s,f,c,n,b,t,?,402,s,s,w,w,p,w,41,o,e,w,v,d,p
1959,x,f,y,f,f,f,c,b,g,e,b,35,k,k,b,n,p,w,43,o,l,h,v,d,p
1960,f,y,g,t,n,f,c,b,w,e,b,37,s,s,w,w,p,w,32,t,p,w,y,p,e
1961,k,y,n,f,y,f,c,n,b,t,?,244,s,k,w,p,p,w,24,o,e,w,v,p,p
1962,f,f,n,t,n,f,c,b,u,t,b,63,s,s,g,p,p,w,36,o,p,n,v,d,e
1963,x,y,g,f,f,f,c,b,g,e,b,59,k,k,b,n,p,w,22,o,l,h,v,g,p
1964,x,y,n,t,p,f,c,n,n,e,e,96,s,s,w,w,p,w,24,o,p,k,v,g,p
1965,x,y,n,t,n,f,c,b,p,t,b,11,s,s,p,w,p,w,23,o,p,k,v,d,e
1966,k,y,n,f,s,f,c,n,b,t,?,195,k,k,w,w,p,w,23,o,e,w,v,p,p
1967,f,y,g,f,f,f,c,b,h,e,b,150,k,k,n,b,p,w,26,o,l,h,v,p,p
1968,k,s,e,f,s,f,c,n,b,t,?,261,k,s,w,p,p,w,29,o,e,w,v,l,p
1969,x,s,n,f,s,f,c,n,b,t,?,224,s,s,p,w,p,w,43,o,e,w,v,d,p
1970,x,y,e,t,n,f,c,b,w,t,b,468,s,s,p,w,p,w,23,o,p,k,v,d,e
1971,x,s,n,t,p,f,c,n,p,e,e,32,s,s,w,w,p,w,24,o,p,n,s,g,p
1972,x,f,w,f,c,f,c,n,n,e,b,157,s,s,w,w,p,w,52,o,p,k,s,d,p
1973,f,y,g,f,f,f,c,b,p,e,b,5,k,k,b,b,p,w,34,o,l,h,y,p,p
1974,f,y,n,t,a,f,c,b,p,e,r,109,s,y,w,w,p,w,27,o,p,n,s,g,e
1975,f,f,y,f,f,f,c,b,h,e,b,472,k,k,b,n,p,w,39,o,l,h,y,d,p
1976,x,y,w,t,p,f,c,n,w,e,e,2,s,s,w,w,p,w,23,o,p,k,s,u,p
1977,f,f,g,f,n,f,w,b,h,t,e,98,f,s,w,w,p,w,37,o,e,k,a,g,e
1978,f,s,g,f,n,f,w,b,h,t,e,177,s,s,w,w,p,w,48,o,e,k,s,g,e
1979,x,s,w,t,f,f,c,b,w,t,b,75,f,s,w,w,p,w,24,o,p,h,v,g,p
1980,k,f,y,f,n,f,c,n,w,e,?,62,k,y,w,n,p,w,46,o,e,w,v,d,p
1981,x,y,n,t,n,f,c,b,e,e,?,154,s,s,w,w,p,w,43,t,e,w,c,w,e
1982,f,y,n,t,n,f,c,b,n,t,b,245,s,s,g,w,p,w,27,o,p,n,v,d,e
1983,f,y,g,t,n,f,c,b,p,t,b,10,s,s,p,p,p,w,48,o,p,n,v,d,e
1984,f,f,n,t,n,f,c,b,u,t,b,32,s,s,w,g,p,w,30,o,p,k,y,d,e
1985,x,f,g,f,n,f,c,n,n,e,e,50,s,s,w,w,p,w,24,o,p,n,v,u,e
1986,f,s,n,f,n,f,w,b,p,t,e,85,s,s,w,w,p,w,44,o,e,n,a,g,e
1987,f,y,y,f,f,f,c,b,p,e,b,88,k,k,n,n,p,w,25,o,l,h,y,d,p
1988,f,s,e,f,s,f,c,n,b,t,?,12,k,k,w,p,p,w,23,o,e,w,v,l,p
1989,x,y,e,t,n,f,c,b,p,t,b,27,s,s,p,g,p,w,23,o,p,k,y,d,e
1990,f,s,e,f,f,f,c,n,b,t,?,243,k,k,p,w,p,w,31,o,e,w,v,d,p
1991,b,s,w,t,l,f,c,b,n,e,c,2,s,s,w,w,p,w,23,o,p,k,n,g,e
1992,f,s,g,f,n,f,w,b,n,t,e,202,f,f,w,w,p,w,23,o,e,k,s,g,e
1993,k,y,e,f,f,f,c,n,b,t,?,338,s,k,p,w,p,w,23,o,e,w,v,p,p
1994,f,f,g,f,n,f,w,b,k,t,e,347,f,f,w,w,p,w,26,o,e,k,a,g,e
1995,f,f,e,t,n,f,c,b,n,t,b,56,s,s,p,w,p,w,73,o,p,n,v,d,e
1996,f,f,g,f,f,f,c,b,p,e,b,276,k,k,n,b,p,w,27,o,l,h,v,d,p
1997,x,y,n,t,n,f,c,b,u,t,b,292,s,s,w,w,p,w,62,o,p,k,v,d,e
1998,x,f,y,f,f,f,c,b,h,e,b,7,k,k,p,p,p,w,23,o,l,h,y,g,p
1999,f,f,n,t,n,f,c,b,w,t,b,11,s,s,p,w,p,w,23,o,p,k,y,d,e
2000,k,f,g,f,n,f,w,b,w,e,?,536,s,k,w,w,p,w,23,t,p,w,s,g,e
2001,x,y,n,f,y,f,c,n,b,t,?,16,k,s,p,p,p,w,49,o,e,w,v,d,p
2002,x,y,e,f,y,f,c,n,b,t,?,211,s,s,p,w,p,w,36,o,e,w,v,d,p
2003,x,f,n,t,n,f,c,b,w,t,b,15,s,s,p,p,p,w,23,o,p,n,y,d,e
2004,f,f,n,t,n,f,c,b,p,t,b,116,s,s,g,g,p,w,23,o,p,n,v,d,e
2005,x,y,e,f,f,f,c,n,b,t,?,426,k,k,w,w,p,w,24,o,e,w,v,l,p
2006,x,f,w,f,n,f,w,b,g,e,?,260,k,s,w,w,p,w,53,t,p,w,n,g,e
2007,f,s,n,f,f,f,c,n,b,t,?,385,s,s,w,w,p,w,26,o,e,w,v,p,p
2008,x,s,n,f,f,f,c,n,b,t,?,55,s,s,p,w,p,w,23,o,e,w,v,l,p
2009,x,f,n,t,n,f,c,b,w,t,b,191,s,s,p,g,p,w,28,o,p,n,v,d,e
2010,f,y,b,t,n,f,c,b,g,e,b,143,s,s,w,w,p,w,36,t,p,r,v,g,p
2011,x,s,w,f,c,f,c,n,n,e,b,3,s,s,w,w,p,w,27,o,p,n,v,d,p
2012,f,s,n,f,y,f,c,n,b,t,?,464,k,s,p,p,p,w,23,o,e,w,v,p,p
2013,f,f,g,f,f,f,c,b,g,e,b,496,k,k,b,b,p,w,47,o,l,h,v,p,p
2014,x,s,g,f,n,f,w,b,k,t,e,205,s,f,w,w,p,w,24,o,e,k,a,g,e
2015,x,f,g,f,n,f,w,b,p,t,e,76,f,f,w,w,p,w,23,o,e,k,a,g,e
2016,x,f,n,t,n,f,c,b,p,t,b,5,s,s,p,p,p,w,30,o,p,n,v,d,e
2017,x,y,e,f,y,f,c,n,b,t,?,138,s,s,w,w,p,w,23,o,e,w,v,d,p
2018,f,y,y,f,f,f,c,b,g,e,b,48,k,k,b,n,p,w,33,o,l,h,v,d,p
2019,f,s,e,f,s,f,c,n,b,t,?,221,s,s,w,w,p,w,51,o,e,w,v,l,p
2020,x,f,y,f,f,f,c,b,p,e,b,163,k,k,n,n,p,w,24,o,l,h,v,g,p
2021,f,y,y,f,f,f,c,b,p,e,b,53,k,k,n,n,p,w,42,o,l,h,v,p,p
2022,x,s,n,f,n,f,w,b,h,t,e,16,s,s,w,w,p,w,27,o,e,k,a,g,e
2023,x,y,y,f,f,f,c,b,g,e,b,232,k,k,b,n,p,w,40,o,l,h,v,d,p
2024,f,f,w,f,n,f,w,b,k,t,e,48,s,s,w,w,p,w,23,o,e,n,s,g,e
2025,f,f,g,f,f,f,c,b,g,e,b,114,k,k,b,n,p,w,36,o,l,h,y,d,p
2026,k,s,e,f,f,f,c,n,b,t,?,48,s,s,w,w,p,w,58,o,e,w,v,p,p
2027,k,y,n,f,s,f,c,n,b,t,?,118,k,k,p,w,p,w,44,o,e,w,v,d,p
2028,x,y,y,t,a,f,c,b,n,e,c,111,s,s,w,w,p,w,23,o,p,n,n,g,e
2029,f,s,n,f,n,f,w,b,p,t,e,152,f,s,w,w,p,w,23,o,e,k,a,g,e
2030,x,y,y,f,f,f,c,b,h,e,b,206,k,k,b,b,p,w,24,o,l,h,y,g,p
2031,f,f,g,t,n,f,c,b,w,t,b,14,s,s,w,g,p,w,26,o,p,k,y,d,e
2032,f,y,e,t,n,f,c,b,w,t,b,183,s,s,w,g,p,w,28,o,p,n,v,d,e
2033,x,f,n,t,n,f,c,b,p,t,b,7,s,s,w,w,p,w,43,o,p,k,y,d,e
2034,b,y,y,t,a,f,c,b,g,e,c,139,s,s,w,w,p,w,32,o,p,k,s,m,e
2035,k,y,n,t,n,f,c,b,e,e,?,526,s,s,w,w,p,w,27,t,e,w,c,w,e
2036,b,y,w,t,a,f,c,b,n,e,c,11,s,s,w,w,p,w,24,o,p,n,s,g,e
2037,k,y,n,f,f,f,c,n,b,t,?,34,k,k,w,p,p,w,44,o,e,w,v,l,p
2038,b,s,n,f,n,a,c,b,o,e,?,306,s,s,o,o,p,n,46,o,p,o,v,l,e
2039,f,f,y,f,f,f,c,b,p,e,b,182,k,k,b,b,p,w,23,o,l,h,y,g,p
2040,x,y,n,f,f,f,c,n,b,t,?,9,s,s,p,p,p,w,23,o,e,w,v,p,p
2041,x,y,g,t,n,f,c,b,u,t,b,28,s,s,w,g,p,w,44,o,p,k,y,d,e
2042,x,y,g,t,n,f,c,b,w,t,b,451,s,s,g,p,p,w,26,o,p,k,y,d,e
2043,x,y,n,t,n,f,c,b,w,e,?,93,s,s,e,e,p,w,60,t,e,w,c,w,e
2044,b,y,b,t,n,f,c,b,w,e,b,4,s,s,w,w,p,w,27,t,p,r,v,m,p
2045,f,y,g,f,f,f,c,b,h,e,b,102,k,k,b,n,p,w,23,o,l,h,v,d,p
2046,b,s,w,t,a,f,c,b,k,e,c,59,s,s,w,w,p,w,31,o,p,k,n,g,e
2047,f,y,e,t,n,f,c,b,u,t,b,210,s,s,p,p,p,w,28,o,p,n,v,d,e
2048,k,y,n,f,s,f,c,n,b,t,?,513,k,k,p,p,p,w,34,o,e,w,v,l,p
2049,x,f,n,t,n,f,c,b,u,t,b,47,s,s,w,w,p,w,25,o,p,k,v,d,e
2050,f,y,n,t,p,f,c,n,p,e,e,119,s,s,w,w,p,w,23,o,p,k,s,u,p
2051,x,f,e,t,n,f,c,b,n,t,b,30,s,s,g,p,p,w,38,o,p,k,y,d,e
2052,f,f,n,t,n,f,c,b,p,t,b,283,s,s,g,w,p,w,31,o,p,n,y,d,e
2053,f,y,g,t,n,f,c,b,u,t,b,513,s,s,p,w,p,w,23,o,p,n,y,d,e
2054,f,y,e,f,y,f,c,n,b,t,?,147,k,k,w,w,p,w,39,o,e,w,v,l,p
2055,f,f,g,f,f,f,c,b,p,e,b,66,k,k,p,p,p,w,38,o,l,h,y,g,p
2056,x,s,n,f,y,f,c,n,b,t,?,170,s,k,p,p,p,w,23,o,e,w,v,l,p
2057,x,y,n,t,l,f,c,b,w,e,r,2,s,y,w,w,p,w,38,o,p,n,y,g,e
2058,f,s,g,f,n,f,w,b,p,t,e,1,s,f,w,w,p,w,40,o,e,n,s,g,e
2059,f,f,g,f,f,f,c,b,p,e,b,216,k,k,b,n,p,w,28,o,l,h,v,d,p
2060,x,y,e,f,f,f,c,n,b,t,?,288,s,s,p,p,p,w,33,o,e,w,v,d,p
2061,x,f,n,t,n,f,c,b,n,t,b,318,s,s,p,p,p,w,23,o,p,k,v,d,e
2062,x,s,w,f,n,f,w,b,p,e,?,503,k,s,w,w,p,w,24,t,p,w,s,g,e
2063,f,f,w,f,n,f,w,b,k,t,e,22,f,s,w,w,p,w,30,o,e,n,s,g,e
2064,x,y,n,t,n,f,c,b,w,t,b,188,s,s,w,p,p,w,26,o,p,k,y,d,e
2065,f,y,n,f,y,f,c,n,b,t,?,18,s,s,w,w,p,w,24,o,e,w,v,d,p
2066,x,f,p,f,c,f,w,n,u,e,b,231,s,s,w,w,p,w,23,o,p,n,v,d,p
2067,f,y,n,f,y,f,c,n,b,t,?,87,k,s,w,p,p,w,48,o,e,w,v,p,p
2068,f,y,e,f,f,f,c,n,b,t,?,379,s,k,w,p,p,w,44,o,e,w,v,d,p
2069,b,f,g,f,n,f,w,b,w,e,?,352,k,s,w,w,p,w,23,t,p,w,s,g,e
2070,f,s,w,f,n,f,w,b,h,t,e,51,f,s,w,w,p,w,51,o,e,n,a,g,e
2071,x,y,e,t,n,f,c,b,p,t,b,367,s,s,g,g,p,w,29,o,p,k,v,d,e
2072,k,y,e,f,f,f,c,n,b,t,?,148,s,s,w,w,p,w,25,o,e,w,v,l,p
2073,f,y,e,t,n,f,c,b,e,e,?,79,s,s,w,e,p,w,39,t,e,w,c,w,e
2074,k,s,n,f,s,f,c,n,b,t,?,244,k,s,p,p,p,w,22,o,e,w,v,p,p
2075,x,f,n,t,n,f,c,b,n,t,b,95,s,s,p,g,p,w,46,o,p,k,y,d,e
2076,f,f,g,f,f,f,c,b,h,e,b,278,k,k,p,b,p,w,23,o,l,h,y,d,p
2077,x,s,y,t,a,f,c,b,k,e,c,40,s,s,w,w,p,w,34,o,p,n,n,g,e
2078,x,y,r,f,n,f,c,n,u,e,?,70,s,f,w,w,p,w,25,o,f,h,y,d,e
2079,x,f,e,t,n,f,c,b,u,t,b,5,s,s,w,w,p,w,24,o,p,k,y,d,e
2080,f,f,g,t,n,f,c,b,p,t,b,201,s,s,p,g,p,w,23,o,p,k,v,d,e
2081,f,s,w,f,n,f,w,b,k,t,e,180,s,s,w,w,p,w,40,o,e,n,a,g,e
2082,x,f,n,f,n,f,w,b,p,t,e,202,f,s,w,w,p,w,24,o,e,n,a,g,e
2083,f,y,e,t,n,f,c,b,n,t,b,138,s,s,g,w,p,w,23,o,p,n,v,d,e
2084,x,s,n,f,s,f,c,n,b,t,?,45,s,s,p,w,p,w,70,o,e,w,v,l,p
2085,x,y,e,t,n,f,c,b,w,t,b,330,s,s,p,w,p,w,26,o,p,n,v,d,e
2086,k,y,n,t,n,f,c,b,w,e,?,22,s,s,w,w,p,w,25,t,e,w,c,w,e
2087,x,y,g,f,f,f,c,b,h,e,b,30,k,k,b,p,p,w,24,o,l,h,v,d,p
2088,b,y,w,t,a,f,c,b,g,e,c,38,s,s,w,w,p,w,35,o,p,n,n,g,e
2089,x,s,n,f,n,a,c,b,y,e,?,135,s,s,o,o,p,o,26,o,p,b,v,l,e
2090,x,y,e,t,n,f,c,b,w,t,b,27,s,s,g,g,p,w,23,o,p,n,v,d,e
2091,x,s,w,f,n,f,w,b,w,e,?,362,s,s,w,w,p,w,32,t,p,w,n,g,e
2092,x,y,e,f,f,f,c,n,b,t,?,64,s,k,w,w,p,w,24,o,e,w,v,p,p
2093,b,f,g,f,n,f,w,b,w,e,?,6,s,s,w,w,p,w,34,t,p,w,n,g,e
2094,x,s,g,f,n,f,w,b,k,t,e,264,s,f,w,w,p,w,34,o,e,n,s,g,e
2095,k,s,n,f,n,a,c,b,o,e,?,499,s,s,o,o,p,o,35,o,p,y,c,l,e
2096,x,s,g,t,f,f,c,b,p,t,b,300,f,s,w,w,p,w,44,o,p,h,s,g,p
2097,f,s,b,t,f,f,c,b,w,t,b,52,s,s,w,w,p,w,43,o,p,h,s,u,p
2098,k,s,n,f,n,a,c,b,n,e,?,48,s,s,o,o,p,n,32,o,p,o,v,l,e
2099,k,y,n,f,y,f,c,n,b,t,?,620,s,k,p,w,p,w,23,o,e,w,v,d,p
2100,f,s,g,f,n,f,w,b,n,t,e,527,f,s,w,w,p,w,52,o,e,n,s,g,e
2101,x,f,g,f,c,f,w,n,p,e,b,373,s,s,w,w,p,w,26,o,p,k,v,d,p
2102,x,y,e,t,n,f,c,b,p,t,b,151,s,s,p,g,p,w,24,o,p,n,v,d,e
2103,k,y,e,f,f,f,c,n,b,t,?,316,s,k,w,p,p,w,23,o,e,w,v,d,p
